Hue0	Hue1	Hue2	Hue3	Hue4	Hue5	Hue6	Hue7	Hue8	Hue9	Length0	Length1	Length2	Length3	Length4	Length5	Length6	Length7	Length8	Length9	Angle0	Angle1	Angle2	Angle3	Angle4	Angle5	Angle6	Angle7	Angle8	Angle9	feature2x1_1	feature2x1_2	feature2x2_1	feature3x1_1	feature3x1_2	feature3x1_3	feature3x1_4	feature3x1_5	feature3x1_6	feature3x2_1	feature3x2_2	feature3x2_3	feature3x2_4	feature3x2_5	feature3x2_6	feature3x3_1	feature3x3_2	feature3x3_3	feature3x3_4	feature3x3_5	feature3x3_6	feature4x1_1	feature4x1_2	feature4x1_3	feature4x1_4	feature4x2_1	feature4x2_2	feature4x2_3	feature4x2_4	feature4x2_5	feature4x2_6	feature4x2_7	feature4x2_8	feature4x3_1	feature4x3_2	feature4x3_3	feature4x3_4	feature4x3_5	feature4x3_6	feature4x3_7	feature4x3_8	feature4x3_9	feature4x3_10	feature4x3_11	feature4x3_12	feature4x3_13	feature4x3_14	feature4x3_15	feature4x3_16	feature4x4_1	feature4x4_2	feature4x4_3	feature4x4_4	feature4x4_5	feature4x4_6	feature4x4_7	feature4x4_8	feature4x4_9	feature4x4_10	feature4x4_11	feature4x4_12	feature5x1_1	feature5x1_2	feature5x1_3	feature5x1_4	feature5x1_5	feature5x1_6	feature5x1_7	feature5x1_8	feature5x1_9	feature5x1_10	feature5x1_11	feature5x1_12	feature5x2_1	feature5x2_2	feature5x2_3	feature5x2_4	feature5x2_5	feature5x2_6	feature5x2_7	feature5x2_8	feature5x3_1	feature5x3_2	feature5x3_3	feature5x3_4	feature5x3_5	feature5x3_6	feature5x3_7	feature5x3_8	feature5x3_9	feature5x3_10	feature5x3_11	feature5x3_12	feature5x3_13	feature5x3_14	feature5x3_15	feature5x3_16	feature5x3_17	feature5x3_18	feature5x4_1	feature5x4_2	feature5x4_3	feature5x4_4	feature5x4_5	feature5x4_6	feature5x4_7	feature5x4_8	feature5x4_9	feature5x4_10	feature5x4_11	feature5x4_12	feature5x4_13	feature5x4_14	feature5x4_15	feature5x4_16	Angle_feature2x1_1	Angle_feature2x1_2	Angle_feature2x2_1	Angle_feature3x1_1	Angle_feature3x1_2	Angle_feature3x1_3	Angle_feature3x1_4	Angle_feature3x1_5	Angle_feature3x1_6	Angle_feature3x2_1	Angle_feature3x2_2	Angle_feature3x2_3	Angle_feature3x2_4	Angle_feature3x2_5	Angle_feature3x2_6	Angle_feature3x3_1	Angle_feature3x3_2	Angle_feature3x3_3	Angle_feature3x3_4	Angle_feature3x3_5	Angle_feature3x3_6	Angle_feature4x1_1	Angle_feature4x1_2	Angle_feature4x1_3	Angle_feature4x1_4	Angle_feature4x2_1	Angle_feature4x2_2	Angle_feature4x2_3	Angle_feature4x2_4	Angle_feature4x2_5	Angle_feature4x2_6	Angle_feature4x2_7	Angle_feature4x2_8	Angle_feature4x3_1	Angle_feature4x3_2	Angle_feature4x3_3	Angle_feature4x3_4	Angle_feature4x3_5	Angle_feature4x3_6	Angle_feature4x3_7	Angle_feature4x3_8	Angle_feature4x3_9	Angle_feature4x3_10	Angle_feature4x3_11	Angle_feature4x3_12	Angle_feature4x3_13	Angle_feature4x3_14	Angle_feature4x3_15	Angle_feature4x3_16	Angle_feature4x4_1	Angle_feature4x4_2	Angle_feature4x4_3	Angle_feature4x4_4	Angle_feature4x4_5	Angle_feature4x4_6	Angle_feature4x4_7	Angle_feature4x4_8	Angle_feature4x4_9	Angle_feature4x4_10	Angle_feature4x4_11	Angle_feature4x4_12	Angle_feature5x1_1	Angle_feature5x1_2	Angle_feature5x1_3	Angle_feature5x1_4	Angle_feature5x1_5	Angle_feature5x1_6	Angle_feature5x1_7	Angle_feature5x1_8	Angle_feature5x1_9	Angle_feature5x1_10	Angle_feature5x1_11	Angle_feature5x1_12	Angle_feature5x2_1	Angle_feature5x2_2	Angle_feature5x2_3	Angle_feature5x2_4	Angle_feature5x2_5	Angle_feature5x2_6	Angle_feature5x2_7	Angle_feature5x2_8	Angle_feature5x3_1	Angle_feature5x3_2	Angle_feature5x3_3	Angle_feature5x3_4	Angle_feature5x3_5	Angle_feature5x3_6	Angle_feature5x3_7	Angle_feature5x3_8	Angle_feature5x3_9	Angle_feature5x3_10	Angle_feature5x3_11	Angle_feature5x3_12	Angle_feature5x3_13	Angle_feature5x3_14	Angle_feature5x3_15	Angle_feature5x3_16	Angle_feature5x3_17	Angle_feature5x3_18	Angle_feature5x4_1	Angle_feature5x4_2	Angle_feature5x4_3	Angle_feature5x4_4	Angle_feature5x4_5	Angle_feature5x4_6	Angle_feature5x4_7	Angle_feature5x4_8	Angle_feature5x4_9	Angle_feature5x4_10	Angle_feature5x4_11	Angle_feature5x4_12	Angle_feature5x4_13	Angle_feature5x4_14	Angle_feature5x4_15	Angle_feature5x4_16	type
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	angrybird brownie candy cookie package
																																																																																																																																																																																																																																																																				class
0.031	0.001	0.000	0.000	0.001	0.000	0.004	0.001	0.000	0.000	0.800	2.000	2.400	2.000	0.800	0.400	0.400	1.200	0.000	0.000	0.000	0.000	0.001	0.006	0.006	0.010	0.006	0.000	0.000	0.000	-47365.000	16067.000	-8875.000	362369.000	-118729.000	-209927.000	315967.000	-186377.000	-188681.000	-2925.000	-943.000	-18049.000	7043.000	-28053.000	-12269.000	140175.000	98645.000	123549.000	91505.000	84287.000	614593.000	-27271.000	156175.000	-7393.000	120557.000	-6317.000	-10503.000	-5689.000	-20881.000	5027.000	-9771.000	-35519.000	-21617.000	-2911.000	-25369.000	13311.000	24355.000	47683.000	83123.000	175645.000	165691.000	15093.000	-18601.000	58253.000	70209.000	37451.000	64505.000	184401.000	196569.000	4003.000	54933.000	73663.000	101827.000	37123.000	28501.000	-19651.000	120631.000	90477.000	46047.000	55195.000	-18393.000	217481.000	274037.000	234473.000	93403.000	106595.000	-17483.000	201601.000	229501.000	238305.000	104945.000	107465.000	10809.000	423.000	1191.000	-6545.000	5145.000	-1239.000	-3395.000	5357.000	25283.000	-53471.000	48903.000	17559.000	48827.000	213593.000	189497.000	179941.000	146787.000	130647.000	-56765.000	65029.000	421.000	53799.000	240575.000	208255.000	210879.000	95851.000	142189.000	-9049.000	91641.000	35655.000	231613.000	64571.000	-7435.000	-91271.000	-108727.000	-2265.000	103111.000	28997.000	236141.000	82061.000	12913.000	-114649.000	-97761.000	-47365.000	16067.000	-8875.000	362369.000	-118729.000	-209927.000	315967.000	-186377.000	-188681.000	-2925.000	-943.000	-18049.000	7043.000	-28053.000	-12269.000	140175.000	98645.000	123549.000	91505.000	84287.000	614593.000	-27271.000	156175.000	-7393.000	120557.000	-6317.000	-10503.000	-5689.000	-20881.000	5027.000	-9771.000	-35519.000	-21617.000	-2911.000	-25369.000	13311.000	24355.000	47683.000	83123.000	175645.000	165691.000	15093.000	-18601.000	58253.000	70209.000	37451.000	64505.000	184401.000	196569.000	4003.000	54933.000	73663.000	101827.000	37123.000	28501.000	-19651.000	120631.000	90477.000	46047.000	55195.000	-18393.000	217481.000	274037.000	234473.000	93403.000	106595.000	-17483.000	201601.000	229501.000	238305.000	104945.000	107465.000	10809.000	423.000	1191.000	-6545.000	5145.000	-1239.000	-3395.000	5357.000	25283.000	-53471.000	48903.000	17559.000	48827.000	213593.000	189497.000	179941.000	146787.000	130647.000	-56765.000	65029.000	421.000	53799.000	240575.000	208255.000	210879.000	95851.000	142189.000	-9049.000	91641.000	35655.000	231613.000	64571.000	-7435.000	-91271.000	-108727.000	-2265.000	103111.000	28997.000	236141.000	82061.000	12913.000	-114649.000	-97761.000	angrybird
0.022	0.001	0.001	0.001	0.008	0.001	0.004	0.002	0.000	0.000	0.556	1.111	1.667	3.333	1.667	1.111	0.556	0.000	0.000	0.000	0.000	0.000	0.003	0.006	0.005	0.006	0.006	0.002	0.000	0.000	271.000	2183.000	-3049.000	328793.000	-153267.000	-165335.000	328097.000	-153155.000	-166143.000	3549.000	4133.000	-2767.000	4131.000	-2437.000	6839.000	151435.000	87489.000	89869.000	96457.000	80205.000	576425.000	-7963.000	155241.000	-4735.000	143565.000	4049.000	-3415.000	-3299.000	-2299.000	8515.000	3171.000	-4061.000	7503.000	14413.000	-49647.000	32147.000	33857.000	46433.000	59161.000	183731.000	194013.000	-867.000	-40223.000	32671.000	44927.000	57645.000	45697.000	183167.000	185849.000	31.000	23789.000	92625.000	74729.000	54111.000	65665.000	-5245.000	93845.000	85185.000	64811.000	66641.000	14725.000	229369.000	231265.000	243795.000	88253.000	112599.000	-28517.000	215147.000	227537.000	234153.000	94865.000	105561.000	-14721.000	-5187.000	2589.000	-3537.000	3211.000	-1455.000	5419.000	-1005.000	2799.000	-77547.000	31633.000	24437.000	35713.000	218917.000	196183.000	209461.000	116671.000	110955.000	-67585.000	42641.000	32541.000	24821.000	218567.000	196953.000	199425.000	106597.000	121805.000	-7185.000	76557.000	14325.000	226609.000	81333.000	12023.000	-97115.000	-103737.000	6703.000	78465.000	14387.000	239453.000	91163.000	22989.000	-103911.000	-96515.000	271.000	2183.000	-3049.000	328793.000	-153267.000	-165335.000	328097.000	-153155.000	-166143.000	3549.000	4133.000	-2767.000	4131.000	-2437.000	6839.000	151435.000	87489.000	89869.000	96457.000	80205.000	576425.000	-7963.000	155241.000	-4735.000	143565.000	4049.000	-3415.000	-3299.000	-2299.000	8515.000	3171.000	-4061.000	7503.000	14413.000	-49647.000	32147.000	33857.000	46433.000	59161.000	183731.000	194013.000	-867.000	-40223.000	32671.000	44927.000	57645.000	45697.000	183167.000	185849.000	31.000	23789.000	92625.000	74729.000	54111.000	65665.000	-5245.000	93845.000	85185.000	64811.000	66641.000	14725.000	229369.000	231265.000	243795.000	88253.000	112599.000	-28517.000	215147.000	227537.000	234153.000	94865.000	105561.000	-14721.000	-5187.000	2589.000	-3537.000	3211.000	-1455.000	5419.000	-1005.000	2799.000	-77547.000	31633.000	24437.000	35713.000	218917.000	196183.000	209461.000	116671.000	110955.000	-67585.000	42641.000	32541.000	24821.000	218567.000	196953.000	199425.000	106597.000	121805.000	-7185.000	76557.000	14325.000	226609.000	81333.000	12023.000	-97115.000	-103737.000	6703.000	78465.000	14387.000	239453.000	91163.000	22989.000	-103911.000	-96515.000	angrybird
0.036	0.002	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	1.364	2.273	2.273	1.818	0.455	0.909	0.455	0.455	0.000	0.000	0.000	0.000	0.003	0.009	0.003	0.006	0.008	0.000	0.000	0.000	-11117.000	-23763.000	28309.000	344201.000	-156493.000	-188765.000	330877.000	-157755.000	-200827.000	-15669.000	-16559.000	24653.000	2991.000	15931.000	-24057.000	145007.000	89161.000	110033.000	99595.000	86275.000	609765.000	-1221.000	142375.000	8169.000	120331.000	-7967.000	-5651.000	-1115.000	19227.000	7955.000	-6927.000	1155.000	-19199.000	6407.000	-27913.000	36721.000	29721.000	55587.000	58875.000	177687.000	181103.000	-5811.000	-14445.000	55011.000	49173.000	53737.000	52149.000	190063.000	168583.000	-17239.000	45225.000	87831.000	77725.000	25573.000	49533.000	817.000	96217.000	91383.000	51809.000	45341.000	17033.000	197627.000	257305.000	243153.000	97079.000	96235.000	-4313.000	206379.000	252105.000	222045.000	124077.000	86767.000	4465.000	-1883.000	-32513.000	10807.000	-21793.000	-6651.000	17435.000	-23137.000	6033.000	-49049.000	50257.000	28705.000	25865.000	231571.000	186569.000	193357.000	150689.000	113885.000	-51541.000	60867.000	27525.000	28877.000	231793.000	203095.000	192647.000	113113.000	133709.000	-1171.000	81215.000	23873.000	260625.000	62989.000	-4997.000	-122651.000	-70663.000	20737.000	84101.000	18781.000	237891.000	77055.000	4293.000	-80187.000	-130657.000	-11117.000	-23763.000	28309.000	344201.000	-156493.000	-188765.000	330877.000	-157755.000	-200827.000	-15669.000	-16559.000	24653.000	2991.000	15931.000	-24057.000	145007.000	89161.000	110033.000	99595.000	86275.000	609765.000	-1221.000	142375.000	8169.000	120331.000	-7967.000	-5651.000	-1115.000	19227.000	7955.000	-6927.000	1155.000	-19199.000	6407.000	-27913.000	36721.000	29721.000	55587.000	58875.000	177687.000	181103.000	-5811.000	-14445.000	55011.000	49173.000	53737.000	52149.000	190063.000	168583.000	-17239.000	45225.000	87831.000	77725.000	25573.000	49533.000	817.000	96217.000	91383.000	51809.000	45341.000	17033.000	197627.000	257305.000	243153.000	97079.000	96235.000	-4313.000	206379.000	252105.000	222045.000	124077.000	86767.000	4465.000	-1883.000	-32513.000	10807.000	-21793.000	-6651.000	17435.000	-23137.000	6033.000	-49049.000	50257.000	28705.000	25865.000	231571.000	186569.000	193357.000	150689.000	113885.000	-51541.000	60867.000	27525.000	28877.000	231793.000	203095.000	192647.000	113113.000	133709.000	-1171.000	81215.000	23873.000	260625.000	62989.000	-4997.000	-122651.000	-70663.000	20737.000	84101.000	18781.000	237891.000	77055.000	4293.000	-80187.000	-130657.000	angrybird
0.035	0.001	0.000	0.000	0.000	0.000	0.002	0.001	0.000	0.000	3.019	2.075	1.509	1.321	0.566	1.132	0.377	0.000	0.000	0.000	0.000	0.000	0.003	0.003	0.005	0.010	0.006	0.001	0.000	0.000	-1255.000	43607.000	-2105.000	278485.000	-203293.000	-211287.000	253985.000	-246297.000	-192783.000	-6021.000	-24523.000	-25105.000	-533.000	-1391.000	-397.000	137021.000	60009.000	81455.000	57807.000	59157.000	544257.000	-15379.000	74369.000	-3939.000	56487.000	-4841.000	-20165.000	-28413.000	-35359.000	51.000	8481.000	2535.000	4691.000	4635.000	-68837.000	-22645.000	-14513.000	-15907.000	21439.000	158827.000	163995.000	-169.000	-55211.000	4629.000	10717.000	8205.000	-6929.000	169943.000	163753.000	-6643.000	-29767.000	21479.000	5241.000	43489.000	42765.000	1993.000	31387.000	13215.000	63147.000	40989.000	7757.000	178341.000	184087.000	195263.000	111015.000	135013.000	67687.000	206535.000	157037.000	210159.000	111589.000	154613.000	59667.000	2283.000	-10139.000	-4595.000	13295.000	12749.000	5527.000	3129.000	-1419.000	-69997.000	-6541.000	-59083.000	-15145.000	190529.000	152559.000	171423.000	126963.000	129545.000	-83103.000	639.000	-20581.000	-38447.000	194743.000	187811.000	173777.000	114471.000	117649.000	6041.000	1261.000	7541.000	175215.000	62767.000	-63387.000	-121823.000	-124205.000	10389.000	1187.000	3213.000	191147.000	76395.000	-57719.000	-134269.000	-131933.000	-1255.000	43607.000	-2105.000	278485.000	-203293.000	-211287.000	253985.000	-246297.000	-192783.000	-6021.000	-24523.000	-25105.000	-533.000	-1391.000	-397.000	137021.000	60009.000	81455.000	57807.000	59157.000	544257.000	-15379.000	74369.000	-3939.000	56487.000	-4841.000	-20165.000	-28413.000	-35359.000	51.000	8481.000	2535.000	4691.000	4635.000	-68837.000	-22645.000	-14513.000	-15907.000	21439.000	158827.000	163995.000	-169.000	-55211.000	4629.000	10717.000	8205.000	-6929.000	169943.000	163753.000	-6643.000	-29767.000	21479.000	5241.000	43489.000	42765.000	1993.000	31387.000	13215.000	63147.000	40989.000	7757.000	178341.000	184087.000	195263.000	111015.000	135013.000	67687.000	206535.000	157037.000	210159.000	111589.000	154613.000	59667.000	2283.000	-10139.000	-4595.000	13295.000	12749.000	5527.000	3129.000	-1419.000	-69997.000	-6541.000	-59083.000	-15145.000	190529.000	152559.000	171423.000	126963.000	129545.000	-83103.000	639.000	-20581.000	-38447.000	194743.000	187811.000	173777.000	114471.000	117649.000	6041.000	1261.000	7541.000	175215.000	62767.000	-63387.000	-121823.000	-124205.000	10389.000	1187.000	3213.000	191147.000	76395.000	-57719.000	-134269.000	-131933.000	angrybird
0.037	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	1.429	1.429	2.857	0.952	2.381	0.476	0.476	0.000	0.000	0.000	0.000	0.000	0.004	0.005	0.004	0.009	0.005	0.000	0.000	0.000	-15361.000	-14831.000	28967.000	339853.000	-150669.000	-189127.000	336521.000	-151501.000	-191627.000	-11043.000	-18797.000	22585.000	5029.000	15931.000	-26263.000	151301.000	84493.000	104059.000	100135.000	85085.000	602361.000	-1615.000	142539.000	1577.000	127001.000	-8335.000	-3069.000	-4435.000	16197.000	5893.000	-6987.000	363.000	-22711.000	3887.000	-34319.000	42213.000	34315.000	52587.000	55633.000	185991.000	184849.000	-1793.000	-21897.000	51423.000	44083.000	52139.000	52965.000	187293.000	174457.000	-18259.000	39029.000	86415.000	79615.000	33599.000	54373.000	-2941.000	93789.000	87779.000	51819.000	51691.000	13787.000	197965.000	257349.000	238897.000	96235.000	94449.000	-7281.000	194215.000	239473.000	215439.000	112229.000	97247.000	15261.000	1429.000	-29191.000	14453.000	-15499.000	-6089.000	19253.000	-21781.000	9461.000	-54509.000	44887.000	26701.000	25467.000	237125.000	194425.000	196605.000	143219.000	108621.000	-46527.000	63877.000	21873.000	26743.000	229449.000	195697.000	190683.000	107925.000	132799.000	-6295.000	77335.000	20247.000	254451.000	69913.000	3115.000	-121555.000	-69129.000	17449.000	84863.000	21099.000	232359.000	78775.000	5919.000	-78743.000	-130733.000	-15361.000	-14831.000	28967.000	339853.000	-150669.000	-189127.000	336521.000	-151501.000	-191627.000	-11043.000	-18797.000	22585.000	5029.000	15931.000	-26263.000	151301.000	84493.000	104059.000	100135.000	85085.000	602361.000	-1615.000	142539.000	1577.000	127001.000	-8335.000	-3069.000	-4435.000	16197.000	5893.000	-6987.000	363.000	-22711.000	3887.000	-34319.000	42213.000	34315.000	52587.000	55633.000	185991.000	184849.000	-1793.000	-21897.000	51423.000	44083.000	52139.000	52965.000	187293.000	174457.000	-18259.000	39029.000	86415.000	79615.000	33599.000	54373.000	-2941.000	93789.000	87779.000	51819.000	51691.000	13787.000	197965.000	257349.000	238897.000	96235.000	94449.000	-7281.000	194215.000	239473.000	215439.000	112229.000	97247.000	15261.000	1429.000	-29191.000	14453.000	-15499.000	-6089.000	19253.000	-21781.000	9461.000	-54509.000	44887.000	26701.000	25467.000	237125.000	194425.000	196605.000	143219.000	108621.000	-46527.000	63877.000	21873.000	26743.000	229449.000	195697.000	190683.000	107925.000	132799.000	-6295.000	77335.000	20247.000	254451.000	69913.000	3115.000	-121555.000	-69129.000	17449.000	84863.000	21099.000	232359.000	78775.000	5919.000	-78743.000	-130733.000	angrybird
0.035	0.001	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	2.195	1.463	1.951	2.195	1.463	0.000	0.244	0.488	0.000	0.000	0.000	0.000	0.003	0.006	0.005	0.007	0.003	0.003	0.000	0.000	10108.000	-40604.000	-4010.000	323414.000	-194174.000	-217778.000	310784.000	-177972.000	-246610.000	15808.000	31744.000	24668.000	25874.000	12666.000	23316.000	144176.000	93712.000	85526.000	107600.000	59008.000	612694.000	-32114.000	107652.000	14964.000	77798.000	-3196.000	27870.000	37840.000	30634.000	2438.000	22888.000	13274.000	19722.000	5364.000	-46506.000	8532.000	12882.000	43510.000	17636.000	188900.000	168390.000	14976.000	-36062.000	27686.000	32822.000	38662.000	3074.000	164346.000	195130.000	3012.000	8320.000	51420.000	34698.000	49266.000	20212.000	-24694.000	56398.000	59574.000	23384.000	75948.000	-6166.000	190662.000	222308.000	249740.000	85600.000	141390.000	36328.000	199206.000	241734.000	185826.000	156318.000	97188.000	54300.000	536.000	10194.000	11606.000	-9670.000	-10756.000	18292.000	24984.000	21962.000	-65632.000	30346.000	13286.000	-19268.000	214806.000	202540.000	173876.000	160300.000	133270.000	-73186.000	29456.000	1656.000	-26500.000	220772.000	180872.000	215728.000	105496.000	155592.000	-7852.000	45760.000	22062.000	245884.000	54100.000	-47546.000	-111584.000	-115406.000	438.000	44830.000	16520.000	233492.000	79342.000	-33256.000	-132356.000	-121150.000	10108.000	-40604.000	-4010.000	323414.000	-194174.000	-217778.000	310784.000	-177972.000	-246610.000	15808.000	31744.000	24668.000	25874.000	12666.000	23316.000	144176.000	93712.000	85526.000	107600.000	59008.000	612694.000	-32114.000	107652.000	14964.000	77798.000	-3196.000	27870.000	37840.000	30634.000	2438.000	22888.000	13274.000	19722.000	5364.000	-46506.000	8532.000	12882.000	43510.000	17636.000	188900.000	168390.000	14976.000	-36062.000	27686.000	32822.000	38662.000	3074.000	164346.000	195130.000	3012.000	8320.000	51420.000	34698.000	49266.000	20212.000	-24694.000	56398.000	59574.000	23384.000	75948.000	-6166.000	190662.000	222308.000	249740.000	85600.000	141390.000	36328.000	199206.000	241734.000	185826.000	156318.000	97188.000	54300.000	536.000	10194.000	11606.000	-9670.000	-10756.000	18292.000	24984.000	21962.000	-65632.000	30346.000	13286.000	-19268.000	214806.000	202540.000	173876.000	160300.000	133270.000	-73186.000	29456.000	1656.000	-26500.000	220772.000	180872.000	215728.000	105496.000	155592.000	-7852.000	45760.000	22062.000	245884.000	54100.000	-47546.000	-111584.000	-115406.000	438.000	44830.000	16520.000	233492.000	79342.000	-33256.000	-132356.000	-121150.000	angrybird
0.038	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.215	0.909	0.694	0.933	1.316	1.364	0.957	1.364	1.268	0.981	0.000	0.000	0.003	0.004	0.006	0.008	0.005	0.003	0.000	0.000	3241880.000	-309672.000	-1319316.000	29142960.000	-15963216.000	-11505936.000	29147400.000	-12935704.000	-14529008.000	1479904.000	2066600.000	-277024.000	1494340.000	2165088.000	2571131.000	13951492.000	8126656.000	7064812.000	8679564.000	6516344.000	50475488.000	862640.000	13030200.000	-707312.000	13461256.000	-1615164.000	1986168.000	2615160.000	-319320.000	-1610760.000	3092244.000	3312784.000	3021338.000	-280632.000	-3853948.000	3077080.000	3895890.000	5656440.000	3519812.000	17388160.000	15613188.000	692416.000	-3747104.000	3546666.000	3257538.000	7150108.000	2564044.000	15358872.000	17531192.000	1042180.000	3433412.000	10177480.000	6717188.000	6376020.000	3651824.000	-688028.000	7582737.000	8880876.000	3461296.000	6135492.000	368048.000	17908550.000	19437424.000	22869720.000	7828366.000	8278393.000	-1801791.000	19023726.000	21221576.000	21641160.000	7567990.000	8818561.000	-2637175.000	30246.000	1128906.000	1572972.000	1180980.000	773066.000	747023.000	2238124.000	-514900.000	-5346838.000	3712398.000	3559234.000	1954956.000	20088164.000	17625570.000	16868668.000	10063428.000	10353760.000	-4702314.000	3875462.000	5831815.000	680822.000	20565184.000	16067385.000	17777888.000	10177052.000	9483324.000	-157030.000	8076506.000	1970110.000	20825512.000	7354860.000	2354678.000	-6854714.000	-9252046.000	-39854.000	8212377.000	3329450.000	21933388.000	8147272.000	2395460.000	-9028181.000	-7358370.000	3241880.000	-309672.000	-1319316.000	29142960.000	-15963216.000	-11505936.000	29147400.000	-12935704.000	-14529008.000	1479904.000	2066600.000	-277024.000	1494340.000	2165088.000	2571131.000	13951492.000	8126656.000	7064812.000	8679564.000	6516344.000	50475488.000	862640.000	13030200.000	-707312.000	13461256.000	-1615164.000	1986168.000	2615160.000	-319320.000	-1610760.000	3092244.000	3312784.000	3021338.000	-280632.000	-3853948.000	3077080.000	3895890.000	5656440.000	3519812.000	17388160.000	15613188.000	692416.000	-3747104.000	3546666.000	3257538.000	7150108.000	2564044.000	15358872.000	17531192.000	1042180.000	3433412.000	10177480.000	6717188.000	6376020.000	3651824.000	-688028.000	7582737.000	8880876.000	3461296.000	6135492.000	368048.000	17908550.000	19437424.000	22869720.000	7828366.000	8278393.000	-1801791.000	19023726.000	21221576.000	21641160.000	7567990.000	8818561.000	-2637175.000	30246.000	1128906.000	1572972.000	1180980.000	773066.000	747023.000	2238124.000	-514900.000	-5346838.000	3712398.000	3559234.000	1954956.000	20088164.000	17625570.000	16868668.000	10063428.000	10353760.000	-4702314.000	3875462.000	5831815.000	680822.000	20565184.000	16067385.000	17777888.000	10177052.000	9483324.000	-157030.000	8076506.000	1970110.000	20825512.000	7354860.000	2354678.000	-6854714.000	-9252046.000	-39854.000	8212377.000	3329450.000	21933388.000	8147272.000	2395460.000	-9028181.000	-7358370.000	brownie
